Campaign_ID,Campaign_Date,Influencer,Platform,Category,Followers,Reach,Impressions,Likes,Comments,Shares,Engagements,Spend_USD,Conversions,Revenue_USD,Audience_Group,Engagement_Rate,ROI,Conversion_Rate,Influencer_Type,ROI_Category,Engagement_Category,Cost_Per_Engagement,Cost_Category
CMP08934,2025-11-19,Influencer_185,TikTok,Tech,3630256,2510561,6176866,19242,2002,1553,22797,30210.37,4462,416489.67,Mixed,0.9080440586785186,1278.6314765426575,0.17772920076429133,Mega Influencer,High ROI,Low Engagement,1.3251905952537615,Moderately Efficient
CMP08935,2025-01-04,Influencer_182,Facebook,Tech,737732,227976,493917,18695,3457,1710,23862,22313.04,4199,134335.69,Gen X,10.466891251710706,502.05014646144133,1.8418605467242166,Macro Influencer,High ROI,High Engagement,0.9350867488056325,Cost Efficient
CMP08936,2025-06-12,Influencer_250,YouTube,Travel,2842809,2502081,4376165,50232,9787,3263,63282,31647.16,5464,413443.36,Gen X,2.529174714967261,1206.415362389548,0.2183782219680338,Mega Influencer,High ROI,Low Engagement,0.5000973420561929,Cost Efficient
CMP08937,2025-05-02,Influencer_281,Instagram,Beauty,1146473,1533858,2406189,10503,1491,456,12450,34248.34,31,3802.79,Millennials,0.8116787864326424,-88.89642534499482,0.0020210475806756558,Mega Influencer,Low ROI,Low Engagement,2.7508706827309233,Expensive
CMP08938,2025-09-08,Influencer_34,Instagram,Fitness,3782735,5094097,8755194,653279,93978,37754,785011,36951.36,40479,10507368.53,Mixed,15.410209110662793,28335.674708589886,0.7946256225588166,Mega Influencer,High ROI,High Engagement,0.047071136582799475,Cost Efficient
CMP08939,2025-12-05,Influencer_299,TikTok,Tech,4941154,2230994,3250993,110475,12866,6768,130109,40171.58,23281,5271583.75,Millennials,5.831884801124521,13022.669683393084,1.0435258902534028,Mega Influencer,High ROI,Medium Engagement,0.3087532760992706,Cost Efficient
CMP08940,2025-11-23,Influencer_46,TikTok,Fashion,1147265,589858,648116,88440,14711,8436,111587,31094.43,12367,3190023.65,Gen X,18.91760389788729,10159.148181844786,2.096606301855701,Mega Influencer,High ROI,High Engagement,0.2786563847043114,Cost Efficient
CMP08941,2025-09-06,Influencer_189,YouTube,Tech,2382472,1820357,4330119,151334,10078,5444,166856,49217.41,29947,811161.9,Gen Z,9.166114119373288,1548.1198421452896,1.6451168644392282,Mega Influencer,High ROI,Medium Engagement,0.2949693747902383,Cost Efficient
CMP08942,2025-01-14,Influencer_84,Facebook,Tech,4489222,2947531,5486861,396304,24273,1297,421874,39688.11,43668,5566822.04,Mixed,14.312792638991754,13926.42262380345,1.481511135930377,Mega Influencer,High ROI,High Engagement,0.09407574299435377,Cost Efficient
CMP08943,2025-11-06,Influencer_297,X,Travel,3347412,4431996,6162501,638919,68450,42449,749818,5020.01,148329,6664874.43,Gen Z,16.918291442501303,132666.15843394733,3.3467764862603664,Mega Influencer,High ROI,High Engagement,0.006694971313038631,Cost Efficient
CMP08944,2025-08-15,Influencer_92,Facebook,Fashion,4243968,3668532,7323176,58351,6882,5645,70878,24562.32,10411,1475984.36,Mixed,1.93205347534109,5909.140667493951,0.28379199091080576,Mega Influencer,High ROI,Low Engagement,0.3465436383645137,Cost Efficient
CMP08945,2025-01-23,Influencer_66,Instagram,Fashion,1400837,1933989,3630382,233964,44583,21503,300050,5126.94,50198,12456203.32,Gen X,15.514566008389913,242855.9019610138,2.595568020293807,Mega Influencer,High ROI,High Engagement,0.01708695217463756,Cost Efficient
CMP08946,2025-11-06,Influencer_88,YouTube,Beauty,2684323,2724922,6129825,354633,1658,23852,380143,44834.25,36133,9285501.37,Millennials,13.950601154822046,20610.732018490326,1.3260196071667372,Mega Influencer,High ROI,High Engagement,0.11794048555412043,Cost Efficient
CMP08947,2025-12-12,Influencer_235,TikTok,Food,656729,361981,561003,33354,2479,2712,38545,6205.5,2914,219856.28,Gen Z,10.648348946491666,3442.92611393119,0.8050146278395827,Macro Influencer,High ROI,High Engagement,0.16099364379296927,Cost Efficient
CMP08948,2025-06-26,Influencer_12,TikTok,Food,2995748,3952544,7330284,24543,4217,1426,30186,43340.73,2540,104530.43,Gen X,0.7637106633095039,141.18290116479346,0.06426240922302193,Mega Influencer,High ROI,Low Engagement,1.4357891075332936,Moderately Efficient
CMP08949,2025-04-01,Influencer_294,X,Beauty,4513429,2507478,3714015,160236,31135,2148,193519,6974.37,9182,441872.48,Gen Z,7.71767489086644,6235.66157229972,0.3661846684198226,Mega Influencer,High ROI,Medium Engagement,0.03603971703036911,Cost Efficient
CMP08950,2025-02-06,Influencer_80,YouTube,Travel,4026119,4491842,9665080,105514,13341,2816,121671,20914.8,22968,3400568.86,Gen Z,2.7087105913342455,16159.150744927038,0.5113269789988161,Mega Influencer,High ROI,Low Engagement,0.17189634341790566,Cost Efficient
CMP08951,2025-05-08,Influencer_87,YouTube,Travel,3937083,5471637,5706457,194392,34135,11387,239914,39598.1,41782,6713062.97,Gen X,4.38468414479981,16852.992618332697,0.7636105977059516,Mega Influencer,High ROI,Low Engagement,0.16505122668956376,Cost Efficient
CMP08952,2025-09-01,Influencer_47,Facebook,Food,1041459,1457223,1578236,29652,4740,23,34415,12694.21,1959,113672.21,Mixed,2.361683832879388,795.4650190913811,0.13443378261254454,Mega Influencer,High ROI,Low Engagement,0.3688568937963097,Cost Efficient
CMP08953,2025-11-04,Influencer_231,X,Fashion,3194561,1798320,2031870,224802,13763,9850,248415,7369.64,13449,388240.13,Gen Z,13.813726144401443,5168.101698319049,0.7478646736954491,Mega Influencer,High ROI,High Engagement,0.029666646539057626,Cost Efficient
CMP08954,2025-12-15,Influencer_247,YouTube,Beauty,4854681,5664239,12647347,375072,34095,17793,426960,25830.34,5437,931896.37,Mixed,7.537817525002034,3507.7588216028125,0.09598818128966662,Mega Influencer,High ROI,Medium Engagement,0.06049826681656361,Cost Efficient
CMP08955,2025-04-12,Influencer_192,Instagram,Fitness,556780,242600,472200,6757,375,418,7550,39981.79,1186,199247.32,Millennials,3.112118713932399,398.3451716393888,0.4888705688375928,Macro Influencer,High ROI,Low Engagement,5.295601324503312,Expensive
CMP08956,2025-08-12,Influencer_78,Facebook,Fashion,3246584,2645223,4485137,110896,19921,8813,139630,16986.67,27268,7946368.3,Gen X,5.278571976729372,46680.02398351178,1.0308393659060124,Mega Influencer,High ROI,Medium Engagement,0.12165487359449974,Cost Efficient
CMP08957,2025-11-21,Influencer_210,YouTube,Travel,3554597,1029492,1211020,39349,1824,1241,42414,3732.08,1094,48814.95,Millennials,4.119896026389715,1207.982411952584,0.10626600303839176,Mega Influencer,High ROI,Low Engagement,0.08799170085349177,Cost Efficient
CMP08958,2025-11-05,Influencer_230,Instagram,Travel,4450417,4767409,6990765,160666,10931,810,172407,26286.2,31742,4349704.62,Gen Z,3.6163668776897473,16447.483546499683,0.6658123941117702,Mega Influencer,High ROI,Low Engagement,0.15246596715910607,Cost Efficient
CMP08959,2025-09-18,Influencer_143,Instagram,Travel,275877,141111,187852,18875,675,1108,20658,39642.52,4095,776819.52,Mixed,14.639539086251249,1859.5614002338905,2.9019707889533772,Macro Influencer,High ROI,High Engagement,1.9189911898538095,Moderately Efficient
CMP08960,2025-02-26,Influencer_245,YouTube,Travel,668684,154333,372927,21337,2388,1369,25094,43161.77,4751,1363721.68,Millennials,16.259646349128186,3059.559211774679,3.0784083766919585,Macro Influencer,High ROI,High Engagement,1.7200035865147045,Moderately Efficient
CMP08961,2025-10-20,Influencer_283,X,Food,577875,428462,723332,46024,4308,3414,53746,42421.49,2806,418842.97,Mixed,12.543936218381093,887.3367719992862,0.654900551274092,Macro Influencer,High ROI,High Engagement,0.7892957615450452,Cost Efficient
CMP08962,2025-10-23,Influencer_18,Facebook,Food,303022,400426,856290,5920,1041,177,7138,46653.44,607,180210.95,Mixed,1.7826015293712199,286.27580302760094,0.1515885581855324,Macro Influencer,High ROI,Low Engagement,6.535926029700197,Expensive
CMP08963,2025-11-13,Influencer_219,TikTok,Food,2816307,1318093,2875991,58846,3989,191,63026,5049.76,10708,3044416.26,Millennials,4.781604939863879,60188.33568327999,0.812385772475842,Mega Influencer,High ROI,Low Engagement,0.08012185447275728,Cost Efficient
CMP08964,2025-09-20,Influencer_187,Instagram,Beauty,2526848,3312034,5396810,432975,60891,18334,512200,33214.67,49693,8365876.41,Gen Z,15.464817088230372,25087.293476045375,1.5003771096552754,Mega Influencer,High ROI,High Engagement,0.06484707145646232,Cost Efficient
CMP08965,2025-05-08,Influencer_266,Instagram,Tech,3640363,1571274,2554468,177676,18123,16798,212597,6095.64,8864,1930923.5,Millennials,13.530230882710462,31577.124961447855,0.5641282169755243,Mega Influencer,High ROI,High Engagement,0.02867227665489165,Cost Efficient
CMP08966,2025-01-02,Influencer_173,Facebook,Fitness,2814643,3740559,4137256,374285,6419,18063,398767,9353.7,10751,1220696.12,Gen X,10.660625858327592,12950.409142906017,0.28741693420689257,Mega Influencer,High ROI,High Engagement,0.023456554830264292,Cost Efficient
CMP08967,2025-03-12,Influencer_161,TikTok,Fashion,2813365,1763334,3570879,198010,6442,19587,224039,46645.52,35893,6268370.84,Gen X,12.705420527251219,13338.312703985292,2.035519079198836,Mega Influencer,High ROI,High Engagement,0.20820267899785302,Cost Efficient
CMP08968,2025-11-09,Influencer_205,Instagram,Fashion,3850110,3066424,6792848,253598,43771,20349,317718,500.72,21294,2356401.21,Gen X,10.361189450643487,470502.574293018,0.6944245153312132,Mega Influencer,High ROI,High Engagement,0.0015759887699154597,Cost Efficient
CMP08969,2025-10-13,Influencer_286,Facebook,Fitness,2641947,2527286,4457171,345542,20581,32465,398588,45131.53,4445,531413.12,Millennials,15.771384797763291,1077.4764117236884,0.175880371275748,Mega Influencer,High ROI,High Engagement,0.11322852168153581,Cost Efficient
CMP08970,2025-05-23,Influencer_249,TikTok,Fitness,1921164,2636907,4076602,217938,20854,12036,250828,28934.27,42287,6916409.49,Gen X,9.51220501898626,23803.867248076418,1.6036591354947294,Mega Influencer,High ROI,Medium Engagement,0.11535502415998214,Cost Efficient
CMP08971,2025-04-27,Influencer_161,YouTube,Travel,2166994,706979,1469962,24503,3107,70,27680,41395.9,4913,1247602.93,Millennials,3.9152506651541277,2913.8321186397684,0.6949287036814389,Mega Influencer,High ROI,Low Engagement,1.4955166184971098,Moderately Efficient
CMP08972,2025-04-01,Influencer_250,YouTube,Food,2087217,575171,850449,8698,1433,652,10783,48494.22,417,113383.12,Mixed,1.8747468144256227,133.80749293420945,0.07250017820787209,Mega Influencer,High ROI,Low Engagement,4.4972846146712415,Expensive
CMP08973,2025-07-31,Influencer_182,TikTok,Travel,1767789,1543278,3589479,38051,5783,3466,47300,20302.43,4223,116015.77,Gen Z,3.0649047028467975,471.43785251322134,0.27363832050997944,Mega Influencer,High ROI,Low Engagement,0.4292268498942918,Cost Efficient
CMP08974,2025-01-08,Influencer_4,YouTube,Tech,1939774,1961379,4809805,172550,33245,14412,220207,8752.95,589,160392.82,Gen X,11.227151917095064,1732.4430049297664,0.030029892233984355,Mega Influencer,High ROI,High Engagement,0.03974873641619022,Cost Efficient
CMP08975,2025-02-25,Influencer_149,YouTube,Beauty,738737,422396,515743,22767,1767,1524,26058,17956.23,3636,441890.79,Gen Z,6.169092510345742,2360.9330020833995,0.8608036060947547,Macro Influencer,High ROI,Medium Engagement,0.6890870366106377,Cost Efficient
CMP08976,2025-01-07,Influencer_300,YouTube,Beauty,1908303,980369,2296085,59673,7935,4903,72511,1164.45,12816,1217288.31,Mixed,7.396296700528067,104437.61947700632,1.3072628775491677,Mega Influencer,High ROI,Medium Engagement,0.016058942781095282,Cost Efficient
CMP08977,2025-09-10,Influencer_221,X,Fitness,3706542,2255325,5364237,267525,44518,9337,321380,48943.27,49252,14500447.54,Gen Z,14.249830955627237,29527.050951029632,2.1838094287962933,Mega Influencer,High ROI,High Engagement,0.15229096396788847,Cost Efficient
CMP08978,2025-09-07,Influencer_40,Instagram,Travel,2631110,2399382,5492554,344298,55153,23225,422676,5839.24,82142,3561294.35,Gen Z,17.616036129303296,60889.00456223755,3.423464875538785,Mega Influencer,High ROI,High Engagement,0.013814931531480376,Cost Efficient
CMP08979,2025-07-04,Influencer_143,X,Fashion,1444972,1746712,3075580,130776,2250,6246,139272,30304.73,11808,2966204.9,Millennials,7.9733808435506255,9687.927165165305,0.6760129889758586,Mega Influencer,High ROI,Medium Engagement,0.21759384513757252,Cost Efficient
CMP08980,2025-05-30,Influencer_206,YouTube,Travel,2421330,1374654,1664457,43461,368,4340,48169,47641.28,7408,1537072.29,Mixed,3.5040817543905596,3126.3454928163137,0.5388992430095138,Mega Influencer,High ROI,Low Engagement,0.9890444061533351,Cost Efficient
CMP08981,2025-09-29,Influencer_139,YouTube,Fashion,4997009,6225112,13865490,471237,22747,6120,500104,42116.23,43714,10502785.65,Gen X,8.033654655530697,24837.620603743493,0.7022202974018781,Mega Influencer,High ROI,Medium Engagement,0.08421494329179531,Cost Efficient
CMP08982,2025-01-08,Influencer_19,Instagram,Food,2895033,848047,908798,4755,623,255,5633,36438.68,435,48262.67,Millennials,0.664232053176298,32.4490074832568,0.05129432684745067,Mega Influencer,Low ROI,Low Engagement,6.468787502219066,Expensive
CMP08983,2025-10-30,Influencer_28,Instagram,Tech,1659249,856625,1704223,70991,7694,7021,85706,894.21,1384,400619.86,Gen Z,10.005078067999417,44701.54102503885,0.161564278418211,Mega Influencer,High ROI,High Engagement,0.01043345856766154,Cost Efficient
CMP08984,2025-12-19,Influencer_211,Instagram,Travel,4682734,3217645,7676057,32405,2306,1532,36243,7396.05,152,37100.34,Mixed,1.126382804815323,401.6237045449936,0.004723951834338468,Mega Influencer,High ROI,Low Engagement,0.20406837182352455,Cost Efficient
CMP08985,2025-05-16,Influencer_250,YouTube,Tech,2406002,3401333,3866485,185862,7978,11624,205464,15068.66,20175,2585804.04,Mixed,6.040690517511811,17060.145892202756,0.5931498033271074,Mega Influencer,High ROI,Medium Engagement,0.07333966047580111,Cost Efficient
CMP08986,2025-03-12,Influencer_263,X,Tech,2930014,694887,1724233,67926,7851,6616,82393,45490.74,2297,82893.46,Millennials,11.857035748258351,82.22051344955041,0.3305573424168246,Mega Influencer,Medium ROI,High Engagement,0.5521189906909567,Cost Efficient
CMP08987,2025-03-19,Influencer_27,YouTube,Tech,1435518,608312,1035269,37020,3777,3605,44402,32893.96,7567,2104403.1,Gen X,7.299214876576493,6297.536508222179,1.24393403385105,Mega Influencer,High ROI,Medium Engagement,0.7408215846133057,Cost Efficient
CMP08988,2025-09-06,Influencer_224,X,Food,4206660,4873272,8672803,644063,81378,4125,729566,5295.6,140172,34585436.43,Millennials,14.970762969930677,652997.5985723997,2.876342629756763,Mega Influencer,High ROI,High Engagement,0.00725856193956407,Cost Efficient
CMP08989,2025-12-12,Influencer_237,Instagram,Travel,1387268,1782886,3698436,12116,471,514,13101,41093.24,2304,210473.6,Gen X,0.7348198370507144,412.1854592142163,0.12922867754864867,Mega Influencer,High ROI,Low Engagement,3.136649110754904,Expensive
CMP08990,2025-10-07,Influencer_148,YouTube,Travel,3121540,1190989,1456920,85536,7643,6893,100072,40969.11,9090,1441733.89,Millennials,8.402428569869242,3419.0754448900643,0.7632312305151433,Mega Influencer,High ROI,Medium Engagement,0.4093963346390599,Cost Efficient
CMP08991,2025-06-11,Influencer_69,TikTok,Tech,4509321,4138334,5348677,78780,6123,2426,87329,12385.71,9331,1398163.06,Gen X,2.1102453306088877,11188.51765461972,0.22547720894446893,Mega Influencer,High ROI,Low Engagement,0.14182814414455677,Cost Efficient
CMP08992,2025-02-03,Influencer_263,TikTok,Fashion,2785579,3875079,4850181,173864,30843,12753,217460,40324.4,14519,907508.39,Millennials,5.6117565603178665,2150.5192637708183,0.3746762324071329,Mega Influencer,High ROI,Medium Engagement,0.18543364296882187,Cost Efficient
CMP08993,2025-12-17,Influencer_246,X,Beauty,1984461,2068025,4324745,114611,18638,8976,142225,9997.31,27949,6556832.52,Gen X,6.8773346550452725,65485.96782534502,1.3514826948416967,Mega Influencer,High ROI,Medium Engagement,0.070292213042714,Cost Efficient
CMP08994,2025-05-29,Influencer_176,X,Travel,2663596,1391357,2014118,139053,7104,12633,158790,15162.35,9702,1568033.61,Mixed,11.41259935444318,10241.626528869207,0.6973048613691526,Mega Influencer,High ROI,High Engagement,0.09548680647395932,Cost Efficient
CMP08995,2025-08-25,Influencer_78,Instagram,Fashion,804693,806852,1682326,162,17,13,192,22177.34,33,2841.79,Millennials,0.02379618566973869,-87.18606469486421,0.004089969411986337,Macro Influencer,Low ROI,Low Engagement,115.50697916666667,Expensive
CMP08996,2025-06-13,Influencer_16,TikTok,Food,3565917,3562703,7723202,263636,52388,12041,328065,867.08,49952,7660283.88,Mixed,9.2083173927212,883357.5679291415,1.4020815094606538,Mega Influencer,High ROI,Medium Engagement,0.0026430128175818817,Cost Efficient
CMP08997,2025-10-10,Influencer_271,Instagram,Tech,4539086,5727083,7819773,280926,19392,6669,306987,47970.39,25519,3876762.92,Millennials,5.3602680457049425,7981.574738083222,0.44558460214388373,Mega Influencer,High ROI,Medium Engagement,0.1562619589754615,Cost Efficient
CMP08998,2025-07-21,Influencer_264,Facebook,Beauty,1283251,832346,1579018,49319,2680,2764,54763,48140.88,1528,159304.72,Millennials,6.579355220064732,230.91360191172242,0.18357750262511024,Mega Influencer,High ROI,Medium Engagement,0.8790767488998046,Cost Efficient
CMP08999,2025-10-21,Influencer_101,Instagram,Beauty,2144568,2026380,4642463,97046,13733,8058,118837,24454.55,6918,1267553.61,Gen Z,5.864497280865385,5083.303761467702,0.34139697391407337,Mega Influencer,High ROI,Medium Engagement,0.2057822900275167,Cost Efficient
CMP09000,2025-11-19,Influencer_51,TikTok,Tech,1794415,2247533,3274431,145135,12832,4452,162419,24863.52,30714,5914605.57,Gen X,7.226545728138363,23688.287298017338,1.3665650293010156,Mega Influencer,High ROI,Medium Engagement,0.15308258270276262,Cost Efficient
CMP09001,2025-07-27,Influencer_55,X,Fitness,3666029,1933742,3751796,19860,254,1465,21579,39374.49,3018,405609.66,Mixed,1.115919290163838,930.133114105097,0.15607045821004042,Mega Influencer,High ROI,Low Engagement,1.8246670373974696,Moderately Efficient
CMP09002,2025-01-23,Influencer_272,TikTok,Tech,2468595,3158212,5246350,411578,57593,3496,472667,23371.73,67298,12130987.27,Millennials,14.966284720595072,51804.5328266243,2.1308892499933507,Mega Influencer,High ROI,High Engagement,0.04944650250599259,Cost Efficient
CMP09003,2025-02-27,Influencer_7,TikTok,Food,1897956,691675,1635683,85549,5998,3628,95175,13537.28,1843,389426.13,Millennials,13.760075179817111,2776.6940626181918,0.2664546210286623,Mega Influencer,High ROI,High Engagement,0.14223567113212504,Cost Efficient
CMP09004,2025-05-01,Influencer_34,Instagram,Food,1724741,1548427,2748191,191949,1861,12569,206379,17899.3,2675,505682.77,Gen Z,13.32830026859516,2725.153888699558,0.1727559646014956,Mega Influencer,High ROI,High Engagement,0.08673023902625751,Cost Efficient
CMP09005,2025-12-03,Influencer_206,TikTok,Food,2310013,2076856,3835307,181470,31728,5934,219132,12322.21,20194,3006081.1,Gen Z,10.551140762768338,24295.6327639279,0.9723351065264033,Mega Influencer,High ROI,High Engagement,0.05623190588321194,Cost Efficient
CMP09006,2025-07-21,Influencer_298,Facebook,Food,40767,50135,69890,4612,342,295,5249,28915.57,212,17211.08,Millennials,10.469731724344271,-40.47815761543002,0.4228582826368804,Micro Influencer,Low ROI,High Engagement,5.508776909887597,Expensive
CMP09007,2025-04-05,Influencer_109,Facebook,Food,3433503,3677413,6950267,197103,14112,3506,214721,22288.65,26396,1430362.54,Mixed,5.838914476018875,6317.448073346748,0.7177872052989425,Mega Influencer,High ROI,Medium Engagement,0.10380284182730148,Cost Efficient
CMP09008,2025-10-20,Influencer_228,X,Fitness,2203398,2722560,5682181,331380,64984,9187,405551,37857.09,21964,4364020.12,Gen X,14.89594352374236,11427.616412143672,0.8067407146215326,Mega Influencer,High ROI,High Engagement,0.09334729787375692,Cost Efficient
CMP09009,2025-06-23,Influencer_208,Facebook,Beauty,1540096,1745177,3807855,63358,8578,5912,77848,9188.58,7022,2090364.94,Gen X,4.460750972537456,22649.59721741553,0.40236606372877937,Mega Influencer,High ROI,Low Engagement,0.11803231939163498,Cost Efficient
CMP09010,2025-02-18,Influencer_95,X,Beauty,2386458,1206801,2766609,82825,6461,6271,95557,26621.63,8418,1030480.85,Mixed,7.91820689575166,3770.8405533395207,0.6975466543365476,Mega Influencer,High ROI,Medium Engagement,0.27859424218006007,Cost Efficient
CMP09011,2025-06-27,Influencer_110,TikTok,Fashion,3775501,1395727,2446811,11424,854,992,13270,17217.57,2339,362539.32,Millennials,0.9507589951330023,2005.6358127192166,0.16758291557016522,Mega Influencer,High ROI,Low Engagement,1.2974807837226827,Moderately Efficient
CMP09012,2025-01-24,Influencer_109,Facebook,Tech,746024,336158,693468,39395,7454,3730,50579,42164.52,4271,1121517.48,Millennials,15.04619851379411,2559.8606601000083,1.270533499128386,Macro Influencer,High ROI,High Engagement,0.8336368848731687,Cost Efficient
CMP09013,2025-06-26,Influencer_125,TikTok,Food,4941964,1418289,1996629,122385,2505,5424,130314,21775.79,16650,2146320.91,Millennials,9.188113282976882,9756.454851925006,1.1739497380294144,Mega Influencer,High ROI,Medium Engagement,0.16710246021148917,Cost Efficient
CMP09014,2025-04-28,Influencer_117,Facebook,Fitness,1235889,1091625,2103622,137967,25892,3074,166933,27495.38,15336,1975637.12,Millennials,15.292156189167525,7085.342119294223,1.404878048780488,Mega Influencer,High ROI,High Engagement,0.1647090748983125,Cost Efficient
CMP09015,2025-08-31,Influencer_92,Facebook,Tech,4315515,871365,1200991,117373,12203,4789,134365,46605.98,815,36546.4,Mixed,15.420059332197184,-21.58431171278879,0.09353141335720393,Mega Influencer,Low ROI,High Engagement,0.34686101291258886,Cost Efficient
CMP09016,2025-05-05,Influencer_226,TikTok,Travel,143675,158646,356751,8141,1545,98,9784,42749.17,1854,396715.05,Gen X,6.167189844055318,828.0064384875777,1.1686396127226657,Macro Influencer,High ROI,Medium Engagement,4.369293744889616,Expensive
CMP09017,2025-06-06,Influencer_292,TikTok,Travel,3368978,2423270,2990646,151680,7436,2319,161435,37249.76,23029,6537559.75,Mixed,6.661865990995638,17450.609050903953,0.9503274500984208,Mega Influencer,High ROI,Medium Engagement,0.23074153684145324,Cost Efficient
CMP09018,2025-01-28,Influencer_108,Instagram,Beauty,4022185,3136341,6151209,58460,11107,3578,73145,41544.98,1526,440963.48,Gen X,2.3321762525184604,961.4121850582187,0.04865542362899953,Mega Influencer,High ROI,Low Engagement,0.5679811333652335,Cost Efficient
CMP09019,2025-08-25,Influencer_59,Instagram,Food,1418512,1621686,3734595,128939,4674,4149,137762,47706.76,12258,3382143.36,Gen Z,8.494986082385863,6989.442586333676,0.7558799915643349,Mega Influencer,High ROI,Medium Engagement,0.34629839868759166,Cost Efficient
CMP09020,2025-01-10,Influencer_227,Instagram,Beauty,3002834,822685,1450070,81803,2291,5793,89887,5721.24,16874,4050314.44,Gen Z,10.926053106596084,70694.34598094119,2.051088812850605,Mega Influencer,High ROI,High Engagement,0.06364924850089557,Cost Efficient
CMP09021,2025-01-10,Influencer_283,YouTube,Travel,3222524,866294,1765759,36325,2568,1998,40891,12909.04,751,180778.37,Gen Z,4.720222003153664,1300.4013466531978,0.086691123336881,Mega Influencer,High ROI,Low Engagement,0.315693917977061,Cost Efficient
CMP09022,2025-11-11,Influencer_289,YouTube,Travel,4384776,4714506,5290842,145131,14125,9793,169049,8873.6,24715,5486119.52,Gen X,3.5857203278561958,61725.18391633609,0.5242330797754845,Mega Influencer,High ROI,Low Engagement,0.05249128950777585,Cost Efficient
CMP09023,2025-06-09,Influencer_151,YouTube,Fashion,217829,255026,347316,35114,6292,599,42005,1185.85,157,11193.63,Millennials,16.470869636821345,843.9330438082388,0.06156235050543866,Macro Influencer,High ROI,High Engagement,0.028231162956790855,Cost Efficient
CMP09024,2025-07-23,Influencer_123,Facebook,Fitness,1094982,279104,650798,6487,419,185,7091,14372.65,479,90152.75,Mixed,2.5406300160513644,527.2521073010197,0.17162061453795002,Mega Influencer,High ROI,Low Engagement,2.0268861937667464,Expensive
CMP09025,2025-11-26,Influencer_179,Facebook,Fashion,3661425,4460367,8314865,473685,2607,26190,502482,2979.56,34004,7740712.83,Millennials,11.26548555309462,259693.82291345033,0.7623587924491415,Mega Influencer,High ROI,High Engagement,0.005929685043444342,Cost Efficient
CMP09026,2025-04-24,Influencer_153,TikTok,Fitness,192982,107189,186946,7609,875,608,9092,22261.43,1740,48534.0,Gen X,8.482213659983767,118.0183393429802,1.6233008984130837,Macro Influencer,High ROI,Medium Engagement,2.448463484381874,Expensive
CMP09027,2025-12-04,Influencer_277,Instagram,Fashion,389269,158721,208670,5228,399,470,6097,8176.69,1106,61484.19,Gen X,3.8413316448359067,651.9447355837142,0.6968202065259166,Macro Influencer,High ROI,Low Engagement,1.341100541249795,Moderately Efficient
CMP09028,2025-07-10,Influencer_80,YouTube,Beauty,1302859,1203319,2972055,122838,17508,2836,143182,21838.44,7414,1302916.34,Millennials,11.898922895757485,5866.160311817146,0.6161292225918481,Mega Influencer,High ROI,High Engagement,0.15252224441619755,Cost Efficient
CMP09029,2025-09-24,Influencer_132,Facebook,Fitness,36742,20563,39434,2075,212,57,2344,25260.55,72,6002.23,Gen X,11.399114915138842,-76.23872005953947,0.3501434615571658,Micro Influencer,Low ROI,High Engagement,10.776685153583617,Expensive
CMP09030,2025-10-16,Influencer_46,Instagram,Travel,960900,266454,515344,11284,1884,789,13957,45783.18,1060,47378.92,Gen Z,5.23805234674653,3.4854284914241385,0.39781725926426326,Macro Influencer,Low ROI,Medium Engagement,3.2803023572400947,Expensive
CMP09031,2025-04-28,Influencer_21,TikTok,Fashion,4529479,3514404,4123347,233875,28881,22242,284998,5848.99,974,175585.48,Gen Z,8.109426235572235,2901.9794870567403,0.027714514324477208,Mega Influencer,High ROI,Medium Engagement,0.02052291595028737,Cost Efficient
CMP09032,2025-06-11,Influencer_166,X,Food,2596576,2513705,5945179,245441,33575,6707,285723,21115.19,4400,1143654.14,Millennials,11.366608253554016,5316.262605261899,0.17504042837166653,Mega Influencer,High ROI,High Engagement,0.07390091102221381,Cost Efficient
CMP09033,2025-03-04,Influencer_140,X,Tech,817373,435489,505310,31435,2550,2470,36455,7957.87,5807,1433183.41,Gen Z,8.371049555786714,17909.63586989986,1.3334435542573981,Macro Influencer,High ROI,Medium Engagement,0.21829296392813058,Cost Efficient
CMP09034,2025-12-25,Influencer_211,Facebook,Food,2808972,4065548,8621309,40791,7094,2944,50829,13770.16,4401,513576.62,Millennials,1.2502373603755261,3629.6343688090774,0.1082510893980344,Mega Influencer,High ROI,Low Engagement,0.27091148753664246,Cost Efficient
CMP09035,2025-03-14,Influencer_243,Instagram,Fashion,2622088,2740660,6405827,391420,63127,32323,486870,1184.91,9020,511415.79,Mixed,17.764699014106093,43060.728662936424,0.3291178037407048,Mega Influencer,High ROI,High Engagement,0.0024337297430525604,Cost Efficient
CMP09036,2025-07-01,Influencer_268,Instagram,Fashion,4079252,3982612,6044982,493204,72461,32371,598036,6602.77,106767,6539423.62,Gen Z,15.016175314090352,98940.60901712463,2.680828561757962,Mega Influencer,High ROI,High Engagement,0.01104075674374118,Cost Efficient
CMP09037,2025-09-18,Influencer_141,TikTok,Tech,443627,351879,407424,19618,3876,766,24260,19672.64,3644,916815.4,Gen Z,6.894415409842589,4560.357735413244,1.0355832544709973,Macro Influencer,High ROI,Medium Engagement,0.8109084913437757,Cost Efficient
